KatpointTargets,ProposalId,StartTime,CaptureBlockId,Description,Duration,CAS.ProductTransferStatus,Public,NumFreqChannels,Targets,MinFreq,MaxFreq
"3C286\, radec target delaycal fluxcal bpcal polcal\, 13:31:08.29\, 30:30:33.0,J1130-1449\, radec target polcal\, 11:30:07.05\, -14:49:27.2,1740-517\, radec target gaincal\, 17:44:25.47\, -51:44:43.1,MSGPS_L_3772\, radec target\, 17:16:56.59\, -46:36:16.3,MSGPS_L_3774\, radec target\, 17:12:52.37\, -46:06:17.0,MSGPS_L_3776\, radec target\, 17:08:52.59\, -45:35:45.8,MSGPS_L_3778\, radec target\, 17:04:57.14\, -45:04:43.8,MSGPS_L_3773\, radec target\, 17:14:03.73\, -46:33:27.7,MSGPS_L_3775\, radec target\, 17:10:01.26\, -46:03:06.4,MSGPS_L_3777\, radec target\, 17:06:03.23\, -45:32:13.7,MSGPS_L_3779\, radec target\, 17:02:09.56\, -45:00:50.6,MSGPS_L_3749\, radec target\, 17:15:16.37\, -47:00:34.9,MSGPS_L_3751\, radec target\, 17:11:11.15\, -46:30:23.9,MSGPS_L_3753\, radec target\, 17:07:10.46\, -45:59:40.7,MSGPS_L_3755\, radec target\, 17:03:14.23\, -45:28:26.6,MSGPS_L_3750\, radec target\, 17:12:22.29\, -46:57:38.0,MSGPS_L_3752\, radec target\, 17:08:18.87\, -46:27:04.8,MSGPS_L_3754\, radec target\, 17:04:20.00\, -45:55:59.9,MSGPS_L_3756\, radec target\, 17:00:25.59\, -45:24:24.5,MSGPS_L_3726\, radec target\, 17:13:34.74\, -47:24:48.7,MSGPS_L_3728\, radec target\, 17:09:28.51\, -46:54:25.7,MSGPS_L_3730\, radec target\, 17:05:26.93\, -46:23:30.4,MSGPS_L_3732\, radec target\, 17:01:29.91\, -45:52:03.9,MSGPS_L_3727\, radec target\, 17:10:39.41\, -47:21:43.4,MSGPS_L_3729\, radec target\, 17:06:35.05\, -46:50:58.0,MSGPS_L_3731\, radec target\, 17:02:35.34\, -46:19:40.7,MSGPS_L_3733\, radec target\, 16:58:40.20\, -45:47:52.7,MSGPS_L_3703\, radec target\, 17:11:51.64\, -47:48:57.6,MSGPS_L_3705\, radec target\, 17:07:44.41\, -47:18:22.4,MSGPS_L_3707\, radec target\, 17:03:41.95\, -46:47:14.7,MSGPS_L_3709\, radec target\, 16:59:44.15\, -46:15:35.6,MSGPS_L_3704\, radec target\, 17:08:55.06\, -47:45:43.6,MSGPS_L_3706\, radec target\, 17:04:49.76\, -47:14:45.8,MSGPS_L_3708\, radec target\, 17:00:49.23\, -46:43:15.9,MSGPS_L_3710\, radec target\, 16:56:53.37\, -46:11:15.1,MSGPS_L_3680\, radec target\, 17:10:07.04\, -48:13:01.4,MSGPS_L_3682\, radec target\, 17:05:58.82\, -47:42:13.8,MSGPS_L_3684\, radec target\, 17:01:55.48\, -47:10:53.5,MSGPS_L_3686\, radec target\, 16:57:56.92\, -46:39:01.5,MSGPS_L_3681\, radec target\, 17:07:09.19\, -48:09:38.6,MSGPS_L_3683\, radec target\, 17:03:02.96\, -47:38:28.1,MSGPS_L_3685\, radec target\, 16:59:01.62\, -47:06:45.4,MSGPS_L_3687\, radec target\, 16:55:05.06\, -46:34:31.6,J1939-6342\, radec target delaycal fluxcal bpcal\, 19:39:25.03\, -63:42:45.6",SCI-20200703-MK-01,2021-03-24T21:58:01Z,1616622977,MPIfR Galactic Plane Survey with S-band and L-band component part : -17.9 to -20.1,27716.27,SPOOLED,,4096,"3C286,J1130-1449,1740-517,MSGPS_L_3772,MSGPS_L_3774,MSGPS_L_3776,MSGPS_L_3778,MSGPS_L_3773,MSGPS_L_3775,MSGPS_L_3777,MSGPS_L_3779,MSGPS_L_3749,MSGPS_L_3751,MSGPS_L_3753,MSGPS_L_3755,MSGPS_L_3750,MSGPS_L_3752,MSGPS_L_3754,MSGPS_L_3756,MSGPS_L_3726,MSGPS_L_3728,MSGPS_L_3730,MSGPS_L_3732,MSGPS_L_3727,MSGPS_L_3729,MSGPS_L_3731,MSGPS_L_3733,MSGPS_L_3703,MSGPS_L_3705,MSGPS_L_3707,MSGPS_L_3709,MSGPS_L_3704,MSGPS_L_3706,MSGPS_L_3708,MSGPS_L_3710,MSGPS_L_3680,MSGPS_L_3682,MSGPS_L_3684,MSGPS_L_3686,MSGPS_L_3681,MSGPS_L_3683,MSGPS_L_3685,MSGPS_L_3687,J1939-6342",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0828-3731 | 0826-373\, radec gaincal\, 8:28:04.78\, -37:31:06.3,J0806.4-4123\, radec target\, 8:06:23.35\, -41:22:30.2",SCI-20210212-QY-01,2021-03-24T19:32:35Z,1616614330,Searching for axion dark matter with MeerKAT A2,6174.02,SPOOLED,,32768,"J0408-6545,0408-658,J0828-3731,0826-373,J0806.4-4123",5.44E8,1.088E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-24T00:44:15Z,1616546528,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - X),1783.25,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1120-2508 | 1117-248\, radec gaincal\, 11:20:09.12\, -25:08:07.8,F08536-0222\, radec target\, 8:56:12.20\, -2:33:47.0,F09004-2031\, radec target\, 9:02:45.90\, -20:43:28.0,F09083-0841\, radec target\, 9:10:49.50\, -8:53:36.0,F09111-1007\, radec target\, 9:13:37.60\, -10:19:28.0,C09432-1405\, radec target\, 9:45:44.60\, -14:20:46.0,F10015-0614\, radec target\, 10:04:02.70\, -6:28:35.0,F10042-2941\, radec target\, 10:06:32.30\, -29:56:06.0,F10124-2837\, radec target\, 10:14:42.90\, -28:52:25.0,F10221-2318\, radec target\, 10:24:32.40\, -23:33:17.0,F11005-1601\, radec target\, 11:03:00.10\, -16:17:23.0,F11009-2249\, radec target\, 11:03:24.20\, -23:05:15.0,F11122-2327\, radec target\, 11:14:40.90\, -23:43:33.0,F11186-0242\, radec target\, 11:21:13.30\, -2:59:08.0,F11224-0931\, radec target\, 11:25:01.60\, -9:47:34.0,F11290-3001\, radec target\, 11:31:31.20\, -30:18:24.0,F11316-0934\, radec target\, 11:34:13.40\, -9:50:40.0,F11442-2738\, radec target\, 11:46:45.10\, -27:55:10.0,F11445-1634\, radec target\, 11:47:04.00\, -16:51:00.0,F11514-2253\, radec target\, 11:53:57.50\, -23:09:52.0,F11535-1937\, radec target\, 11:56:07.10\, -19:53:49.0,F11569-1859\, radec target\, 11:59:28.80\, -19:15:45.0,J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20210212-TJ-01,2021-03-23T17:02:27Z,1616518878,GroupN4,27484.37,SPOOLED,,4096,"J0408-6545,0408-658,J1120-2508,1117-248,F08536-0222,F09004-2031,F09083-0841,F09111-1007,C09432-1405,F10015-0614,F10042-2941,F10124-2837,F10221-2318,F11005-1601,F11009-2249,F11122-2327,F11186-0242,F11224-0931,F11290-3001,F11316-0934,F11442-2738,F11445-1634,F11514-2253,F11535-1937,F11569-1859,J1331+3030,3C286,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0240-2309 | 0237-233\, radec gaincal\, 2:40:08.17\, -23:09:15.7,J0329-2834 | CDFS_5_6\, radec target\, 3:29:04.02\, -28:34:39.0,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-KH-01,2021-03-23T11:32:41Z,1616499068,"MIGHTEE CDFS_5_6 (4H, RUN1)",14385.91,SPOOLED,,32768,"J0408-6545,0408-658,J0240-2309,0237-233,J0329-2834,CDFS_5_6,J0521+1638,3C138",8.56E8,1.712E9
"J1603-7202\, radec Pulsars\, 16:03:35.68\, -72:02:32.7,J1732-5049\, radec Pulsars\, 17:32:47.77\, -50:49:00.2,J1902-5105\, radec Pulsars\, 19:02:02.85\, -51:05:57.0,J2129-5721\, radec Pulsars\, 21:29:22.77\, -57:21:14.2",SCI-20180516-MB-03,2021-03-23T08:07:53Z,1616486783,MeerTime Relbin U-band 2021-03 part 4,8323.23,SPOOLED,,1024,"J1603-7202,J1732-5049,J1902-5105,J2129-5721",5.44E8,1.088E9
"J0408-6545_S\, radec\, 4:08:20.38\, -65:55:08.9,J0408-6545_O | PKS 0408-65\, radec\, 4:08:20.38\, -65:45:09.1\, (1410.0 8400.0 -3.70830186533 3.80739194577 -0.720249171902),J0408-6545_N\, radec\, 4:08:20.38\, -65:35:09.3",SCI-20180516-MB-93,2021-03-23T07:59:54Z,1616486386,Fluxcal J0408-6545,256.1,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",5.44E8,1.088E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-93,2021-03-23T07:48:05Z,1616485678,Meertime phase up with flatten bandpass,440.17,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",5.44E8,1.088E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-23T02:16:26Z,1616465771,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - IX),1767.25,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J1130-1449 | 1127-145\, radec gaincal polcal\, 11:30:07.05\, -14:49:27.4,J1106-14\, radec target\, 11:06:12.00\, -14:24:25.7,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-22T20:28:23Z,1616444803,MHONGOOSE J1106-14 setting 5,19388.82,SPOOLED,,32768,"J1130-1449,1127-145,J1106-14,J1939-6342,1934-638",1.33649999983E9,1.44349999983E9
"J1130-1449 | 1127-145\, radec gaincal polcal\, 11:30:07.05\, -14:49:27.4,J1106-14\, radec target\, 11:06:12.00\, -14:24:25.7,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-22T20:28:17Z,1616444798,MHONGOOSE J1106-14 setting 5,19399.79,SPOOLED,,4096,"J1130-1449,1127-145,J1106-14,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1051-2023 | 1049-201\, radec gaincal\, 10:51:32.17\, -20:23:47.4,J1051-17\, radec target\, 10:51:37.46\, -17:07:29.2",SCI-20210212-MM-01,2021-03-22T16:36:32Z,1616430972,Group J1051-17 Rising,10707.47,SPOOLED,,32768,"J0408-6545,0408-658,J1051-2023,1049-201,J1051-17",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0059+0006 | 0056-001\, radec gaincal\, 0:59:05.51\, 0:06:51.6,J0108+0134 | 0106+013\, radec gaincal\, 1:08:38.77\, 1:35:00.3,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",EXT-20210823-RT-01,2021-03-22T09:31:27Z,1616405470,Potential L-band  polcals epoch 2 (LST 21  - 03),21318.98,SPOOLED,,4096,"J1939-6342,1934-638,J0059+0006,0056-001,J0108+0134,0106+013,J0521+1638,3C138",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-22T05:01:27Z,1616389271,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - VIII),1759.26,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1311-2216 | 3C283\, radec gaincal\, 13:11:39.33\, -22:16:41.7,J1321-31\, radec target\, 13:21:08.20\, -31:31:45.0",SCI-20180516-EB-01,2021-03-21T23:10:02Z,1616368104,MHONGOOSE J1321-31 setting 1,19380.66,SPOOLED,,32768,"J1939-6342,1934-638,J1130-1449,1127-145,J1311-2216,3C283,J1321-31",1.33649999983E9,1.44349999983E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1311-2216 | 3C283\, radec gaincal\, 13:11:39.33\, -22:16:41.7,J1321-31\, radec target\, 13:21:08.20\, -31:31:45.0",SCI-20180516-EB-01,2021-03-21T23:09:54Z,1616368094,MHONGOOSE J1321-31 setting 1,19391.8,SPOOLED,,4096,"J1939-6342,1934-638,J1130-1449,1127-145,J1311-2216,3C283,J1321-31",8.56E8,1.712E9
"J1326-4728A\, radec Pulsars\, 13:26:47.24\, -47:28:46.5",SCI-20180923-MK-04,2021-03-21T17:47:47Z,1616348783,TRAPUM Globular Clusters: wCen (epoch 1/2),14465.88,SPOOLED,,4096,J1326-4728A,8.56E8,1.712E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180923-MK-94,2021-03-21T17:31:08Z,1616347863,TRAPUM phase up with flatten bandpass,479.8,SPOOLED,,4096,"J0408-6545,PKS 0408-65,PKS 0407-65",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0022+0014 | 0019-000\, radec gaincal\, 0:22:25.43\, 0:14:56.2,NGC 193\, radec target\, 0:39:18.60\, 3:19:52.0",SCI-20210212-KK-02,2021-03-21T08:20:11Z,1616314763,"AGN feedback, HI and star formation in a sample of nearby galaxy groups_NGC193",17248.7,SPOOLED,,32768,"J0408-6545,0408-658,J0022+0014,0019-000,NGC 193",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-21T01:06:29Z,1616288773,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - VII),1775.25,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,CenA\, radec target\, 13:25:27.60\, -43:01:08.8,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20210212-BM-01,2021-03-20T18:38:10Z,1616265470,Centaurus A - core,21518.9,SPOOLED,,32768,"J0408-6545,0408-658,J1424-4913,1421-490,CenA,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0423-0120 | 0420-014\, radec gaincal\, 4:23:15.80\, -1:20:33.1,NGC 1550\, radec target\, 4:19:37.90\, 2:24:34.0",SCI-20210212-KK-02,2021-03-20T13:47:55Z,1616247960,"AGN feedback, HI and star formation in a sample of nearby galaxy groups_NGC1550",17272.69,SPOOLED,,32768,"J0408-6545,0408-658,J0423-0120,0420-014,NGC 1550",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0201-1132\, radec gaincal\, 2:01:57.16\, -11:32:33.1,J0217-0543 | XMMLSS_7_6\, radec target\, 2:17:51.58\, -5:43:22.8,J0137+3309 | 3C48\, radec polcal\, 1:37:41.30\, 33:09:35.1",SCI-20180516-KH-01,2021-03-20T09:45:05Z,1616233334,XMMLSS_7_6 - Priority 1 - Run 1 (3C40 Test),14329.94,SPOOLED,,32768,"J0408-6545,0408-658,J0201-1132,J0217-0543,XMMLSS_7_6,J0137+3309,3C48",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-20T04:45:26Z,1616215509,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - VI),1767.25,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.6,J1744-5144 | 1740-517\, radec gaincal\, 17:44:25.45\, -51:44:43.7,GX_339-4\, radec target\, 17:02:49.36\, -48:47:07.8,J1911-2006 | 1908-201\, radec gaincal\, 19:11:09.65\, -20:06:55.1,J1848-015\, radec target\, 18:48:49.81\, -1:29:30.0,J2011-0644 | 2008-068\, radec gaincal\, 20:11:14.22\, -6:44:03.6,GRS1915+105\, radec target\, 19:15:11.55\, 10:56:29.8",SCI-20180516-PW-01,2021-03-20T03:12:51Z,1616209876,ThunderKAT XRB 2021-03-20,3686.44,SPOOLED,true,32768,"J1939-6342,1934-638,J1744-5144,1740-517,GX_339-4,J1911-2006,1908-201,J1848-015,J2011-0644,2008-068,GRS1915+105",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1427-4206 | 1424-418\, radec gaincal\, 14:27:56.30\, -42:06:19.4,NGC5643\, radec target\, 14:32:40.74\, -44:10:27.9,J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20210212-FM-01,2021-03-19T22:04:10Z,1616191430,NGC5643 - setting,18328.25,SPOOLED,,32768,"J0408-6545,0408-658,J1427-4206,1424-418,NGC5643,J1331+3030,3C286,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0735-1735 | 0733-174\, radec gaincal\, 7:35:45.81\, -17:35:48.5,ESO428-G014\, radec target\, 7:16:31.21\, -29:19:29.0,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20210212-FM-01,2021-03-19T16:43:31Z,1616172189,ESO 428-G014  - setting,18096.34,SPOOLED,,32768,"J0408-6545,0408-658,J0735-1735,0733-174,ESO428-G014,J0521+1638,3C138",8.56E8,1.712E9
"J0737-3039A\, radec Pulsars\, 7:37:51.25\, -30:39:40.7",SCI-20180516-MB-03,2021-03-19T12:59:57Z,1616158705,MeerTIME J0737-3039A epoch 22 (UHF),10868.21,SPOOLED,,1024,J0737-3039A,5.44E8,1.088E9
"J0408-6545_S\, radec\, 4:08:20.38\, -65:55:08.9,J0408-6545_O | PKS 0408-65\, radec\, 4:08:20.38\, -65:45:09.1\, (1410.0 8400.0 -3.70830186533 3.80739194577 -0.720249171902),J0408-6545_N\, radec\, 4:08:20.38\, -65:35:09.3",SCI-20180516-MB-93,2021-03-19T12:46:36Z,1616157987,Fluxcal J0408-6545,256.1,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",5.44E8,1.088E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-93,2021-03-19T12:36:20Z,1616157376,Meertime phase up with flatten bandpass,448.17,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",5.44E8,1.088E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2011-0644 | 2008-068\, radec gaincal\, 20:11:14.22\, -6:44:03.6,J1928+1746\, radec target\, 19:28:42.79\, 17:46:27.1",SCI-20210212-PM-02,2021-03-19T02:49:58Z,1616122148,Observation of J1928+1746 - visit 3,14329.94,SPOOLED,,4096,"J1939-6342,1934-638,J2011-0644,2008-068,J1928+1746",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-19T02:11:26Z,1616119868,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - V),1759.26,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1253-12\, radec target\, 12:53:57.29\, -12:06:21.0,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-18T19:52:51Z,1616097074,MHONGOOSE J1253-12 rising 3,20130.78,SPOOLED,,32768,"J0408-6545,0408-658,J1239-1023,1237-101,J1253-12,J1130-1449,1127-145",1.33649999983E9,1.44349999983E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1253-12\, radec target\, 12:53:57.29\, -12:06:21.0,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-18T19:52:42Z,1616097070,MHONGOOSE J1253-12 rising 3,20135.48,SPOOLED,,4096,"J0408-6545,0408-658,J1239-1023,1237-101,J1253-12,J1130-1449,1127-145",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0503+0203 | 0500+019\, radec gaincal\, 5:03:21.20\, 2:03:04.7,NGC 1587\, radec target\, 4:30:39.90\, 0:39:42.0",SCI-20210212-KK-02,2021-03-18T13:32:45Z,1616074310,"AGN feedback, HI and star formation in a sample of nearby galaxy groups_NGC1587",17224.71,SPOOLED,,32768,"J0408-6545,0408-658,J0503+0203,0500+019,NGC 1587",8.56E8,1.712E9
"J1939-6342 | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231)",EXT-20210822-OW-01,2021-03-18T11:35:54Z,1616067348,RTS: 3.1.2.1 S-band Interferometric Phase Stability PKS1934-63 S3,3610.63,SPOOLED,,4096,"J1939-6342,PKS 1934-63",1.75E9,2.625E9
"J1939-6342 | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231)",EXT-20210822-OW-01,2021-03-18T10:20:46Z,1616062836,RTS: 3.1.2.1 S-band Interferometric Phase Stability PKS1934-63 S3,3607.62,SPOOLED,,4096,"J1939-6342,PKS 1934-63",1.75E9,2.625E9
"J1804-2858\, radec Pulsars\, 18:04:01.52\, -28:58:46.6,J1811-2405\, radec Pulsars\, 18:11:19.85\, -24:05:18.4,J1843-1113\, radec Pulsars\, 18:43:41.26\, -11:13:31.1,J1832-0836\, radec Pulsars\, 18:32:27.59\, -8:36:55.0,J1825-0319\, radec Pulsars\, 18:25:55.95\, -3:19:57.6,J1918-0642\, radec Pulsars\, 19:18:48.03\, -6:42:34.9,J2010-1323\, radec Pulsars\, 20:10:45.92\, -13:23:56.1,J2039-3616\, radec Pulsars\, 20:39:16.58\, -36:16:17.2,J2124-3358\, radec Pulsars\, 21:24:43.85\, -33:58:44.9,J2241-5236\, radec Pulsars\, 22:41:42.02\, -52:36:36.2,J2236-5527\, radec Pulsars\, 22:36:51.85\, -55:27:48.8,J2129-5721\, radec Pulsars\, 21:29:22.77\, -57:21:14.2,J1946-5403\, radec Pulsars\, 19:46:34.49\, -54:03:42.5,J1902-5105\, radec Pulsars\, 19:02:02.85\, -51:05:57.0,J1933-6211\, radec Pulsars\, 19:33:32.43\, -62:11:46.9,J1903-7051\, radec Pulsars\, 19:03:38.79\, -70:51:43.5,J1909-3744\, radec Pulsars\, 19:09:47.43\, -37:44:14.5,J2145-0750\, radec Pulsars\, 21:45:50.46\, -7:50:18.5,J2150-0326\, radec Pulsars\, 21:50:27.23\, -3:26:32.8,J2222-0137\, radec Pulsars\, 22:22:05.97\, -1:37:15.7,J2234+0944\, radec Pulsars\, 22:34:46.85\, 9:44:30.2,J2229+2643\, radec Pulsars\, 22:29:50.88\, 26:43:57.6,J2317+1439\, radec Pulsars\, 23:17:09.24\, 14:39:31.3,J0030+0451\, radec Pulsars\, 0:30:27.43\, 4:51:39.7,J0125-2327\, radec Pulsars\, 1:25:01.06\, -23:27:08.2,J2322-2650\, radec Pulsars\, 23:22:34.64\, -26:50:58.3",SCI-20180516-MB-05,2021-03-18T05:06:55Z,1616043826,MeerTIME MSP regular  (2021 epoch 6) part 3,12002.28,SPOOLED,,1024,"J1804-2858,J1811-2405,J1843-1113,J1832-0836,J1825-0319,J1918-0642,J2010-1323,J2039-3616,J2124-3358,J2241-5236,J2236-5527,J2129-5721,J1946-5403,J1902-5105,J1933-6211,J1903-7051,J1909-3744,J2145-0750,J2150-0326,J2222-0137,J2234+0944,J2229+2643,J2317+1439,J0030+0451,J0125-2327,J2322-2650",8.56E8,1.712E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-95,2021-03-18T04:53:56Z,1616043230,Meertime phase up with flatten bandpass,488.09,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
