ProposalId,StartTime,CaptureBlockId,Description,Duration,CAS.ProductTransferStatus,Public,NumFreqChannels,Targets,MinFreq,MaxFreq
SCI-20180516-MB-99,2020-03-19T23:04:08Z,1584659040,Meertime 1K L-band phase up with flatten bandpass,407.83,SPOOLED,,1024,"J0825-5010,PKS 0823-500",8.56E8,1.712E9
SCI-20180516-MB-05,2020-03-18T02:27:16Z,1584498370,MeerTIME MSP regular  (2020-03-12) part 3,11035.33,SPOOLED,,1024,"J1909-3744,J1713+0747,J1719-1438,J1737-0811,J1744-1134,J1751-2857,J1756-2251,J1757-5322,J1801-1417,J1802-2124,J1811-2405,J1823-3021A,J1824-2452A,J1825-0319,J1843-1113,J1918-0642",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-18T02:17:18Z,1584497834,Fluxcal J1939-6342,255.89,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-18T02:09:00Z,1584497337,Meertime 1K L-band phase up with flatten bandpass,399.83,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
SSV-20200310-FC-02,2020-03-16T18:47:07Z,1584384359,Initial Observation of the Radio Galaxy IC 4296 (PKS 1333-33),36320.63,SPOOLED,true,4096,"J0521+1638,3C138,J0408-6545,0408-658,J1323-4452,1320-446,IC 4296,J1331+3030,3C286,J1939-6342,1934-638",8.56E8,1.712E9
SCI-20180516-MB-02,2020-03-16T09:48:30Z,1584352106,meertime TPA J1709-4429,303.87,SPOOLED,,1024,J1709-4429,8.56E8,1.712E9
SCI-20180516-MB-02,2020-03-16T09:30:39Z,1584351030,meertime TPA J1818-1607,959.59,SPOOLED,,1024,J1818-1607,8.56E8,1.712E9
SCI-20180516-MB-03,2020-03-16T05:21:25Z,1584336074,Meertime Relbin J1756-2251 part 2,14833.72,SPOOLED,,1024,"J1756-2251,J1909-3744",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-16T05:08:52Z,1584335330,Meertime 1K L-band phase up with flatten bandpass,495.79,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
SCI-20180516-MB-03,2020-03-16T01:06:19Z,1584320770,Meertime Relbin J1756-2251 part 1,14465.88,SPOOLED,,1024,J1756-2251,8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-16T00:51:19Z,1584319874,Fluxcal J1939-6342,255.89,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-16T00:40:58Z,1584319257,Meertime 1K L-band phase up with flatten bandpass,431.82,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
SCI-20180516-MB-02,2020-03-15T20:01:23Z,1584302473,MeerTIME TPA 2020-03-04 (part 6),16553.0,SPOOLED,,1024,"J1324-6302,J1432-5032,J1433-6038,J1700-4939,J1702-4306,J1703-4442,J1708-3641,J1709-3626,J1709-4429,J1715-3859,J1716-4111,J1717-5800,J1718-4539,J1726-3635,J1714-1054,J1738-2736",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-15T19:46:13Z,1584301571,Fluxcal J0408-6545,263.89,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",8.56E8,1.712E9
